interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,is_neurotransmitter,ligand.symbol,ligand.family,ligand.location,ligand.keyword,ligand.secreted_type,ligand.transmembrane,receptor.symbol,receptor.family,receptor.location,receptor.keyword,receptor.surfaceome_main,receptor.surfaceome_sub,receptor.adhesome,receptor.secreted_type,receptor.transmembrane,version
Glutamate-Glu-SLC17A8_GLS_GRIN1_GRIN2A,Glutamate,Slc17a8,Grin2a,,,,,PMID: 24155668;PMID: 31776169;PMID: 32594024,Non-protein Signaling,Glu-(Slc17a8+Gls) - (Grin1+Grin2a),True,"Slc17a8, Gls","Major facilitator superfamily, Sodium/anion cotransporter, Glutaminase","Synapse, Synaptosome, Synaptic vesicle membrane, Cytoplasmic vesicle, Secretory vesicle, Cell membrane, Cytoplasm, Mitochondrion, Cytosol","Chloride channel, Membrane, Transmembrane, Ion channel, Hearing, Phosphate transport, Alternative splicing, Chloride, Deafness, Cytoplasmic vesicle, Symport, Glycoprotein, Ion transport, Disease variant, Sodium transport, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Synaptosome, Transport, Synapse, Neurotransmitter transport, Non-syndromic deafness, Cataract, Transit peptide, ANK repeat, Hydrolase, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, 3D-structure, Acetylation, Repeat",,False,"Grin1, Grin2a",Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic density, Postsynaptic cell membrane, Cell membrane, Cell projection, Cytoplasmic vesicle membrane, Synapse, Dendritic spine","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Magnesium, Cytoplasmic vesicle, Cell projection, Chromosomal rearrangement, Metal-binding, Zinc",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,True,CellChatDB v2
Glutamate-Glu-SLC17A8_GLS_GRIN1_GRIN2B,Glutamate,Slc17a8,Grin2b,,,,,PMID: 24155668;PMID: 31776169;PMID: 32594024,Non-protein Signaling,Glu-(Slc17a8+Gls) - (Grin1+Grin2b),True,"Slc17a8, Gls","Major facilitator superfamily, Sodium/anion cotransporter, Glutaminase","Synapse, Synaptosome, Synaptic vesicle membrane, Cytoplasmic vesicle, Secretory vesicle, Cell membrane, Cytoplasm, Mitochondrion, Cytosol","Chloride channel, Membrane, Transmembrane, Ion channel, Hearing, Phosphate transport, Alternative splicing, Chloride, Deafness, Cytoplasmic vesicle, Symport, Glycoprotein, Ion transport, Disease variant, Sodium transport, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Synaptosome, Transport, Synapse, Neurotransmitter transport, Non-syndromic deafness, Cataract, Transit peptide, ANK repeat, Hydrolase, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, 3D-structure, Acetylation, Repeat",,False,"Grin1, Grin2b",Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic density, Postsynaptic cell membrane, Cell membrane, Cytoplasm, Late endosome, Lysosome, Cytoskeleton","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Magnesium, Cytoplasm, Lysosome, Chromosomal rearrangement, Metal-binding, Cytoskeleton, Zinc, Endosome",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,True,CellChatDB v2
Glutamate-Glu-SLC17A8_GLS_GRIN1_GRIN2C,Glutamate,Slc17a8,Grin2c,,,,,PMID: 24155668;PMID: 31776169;PMID: 32594024,Non-protein Signaling,Glu-(Slc17a8+Gls) - (Grin1+Grin2c),True,"Slc17a8, Gls","Major facilitator superfamily, Sodium/anion cotransporter, Glutaminase","Synapse, Synaptosome, Synaptic vesicle membrane, Cytoplasmic vesicle, Secretory vesicle, Cell membrane, Cytoplasm, Mitochondrion, Cytosol","Chloride channel, Membrane, Transmembrane, Ion channel, Hearing, Phosphate transport, Alternative splicing, Chloride, Deafness, Cytoplasmic vesicle, Symport, Glycoprotein, Ion transport, Disease variant, Sodium transport, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Synaptosome, Transport, Synapse, Neurotransmitter transport, Non-syndromic deafness, Cataract, Transit peptide, ANK repeat, Hydrolase, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, 3D-structure, Acetylation, Repeat",,False,"Grin1, Grin2c",Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic cell membrane, Cell membrane, Postsynaptic density","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Ion transport, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Magnesium, Intellectual disability, Alternative splicing, Disease variant, Epilepsy, 3D-structure",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,True,CellChatDB v2
Glutamate-Glu-SLC17A8_GLS_GRIN1_GRIN2D,Glutamate,Slc17a8,Grin2d,,,,,PMID: 24155668;PMID: 31776169;PMID: 32594024,Non-protein Signaling,Glu-(Slc17a8+Gls) - (Grin1+Grin2d),True,"Slc17a8, Gls","Major facilitator superfamily, Sodium/anion cotransporter, Glutaminase","Synapse, Synaptosome, Synaptic vesicle membrane, Cytoplasmic vesicle, Secretory vesicle, Cell membrane, Cytoplasm, Mitochondrion, Cytosol","Chloride channel, Membrane, Transmembrane, Ion channel, Hearing, Phosphate transport, Alternative splicing, Chloride, Deafness, Cytoplasmic vesicle, Symport, Glycoprotein, Ion transport, Disease variant, Sodium transport, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Synaptosome, Transport, Synapse, Neurotransmitter transport, Non-syndromic deafness, Cataract, Transit peptide, ANK repeat, Hydrolase, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, 3D-structure, Acetylation, Repeat",,False,"Grin1, Grin2d",Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic density, Postsynaptic cell membrane, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Magnesium, Methylation",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,True,CellChatDB v2
Glutamate-Glu-SLC1A1_GLS_GRIK1_GRIK4,Glutamate,Slc1a1,Grik4,,,,,PMID: 24155668;PMID: 31776169;PMID: 32594024,Non-protein Signaling,Glu-(Slc1a1+Gls) - (Grik1+Grik4),True,"Slc1a1, Gls","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Cytoplasm, Mitochondrion, Cytosol, Synapse, Late endosome membrane, Early endosome membrane, Synaptosome, Apical cell membrane, Recycling endosome membrane, Cell membrane","Cataract, Transit peptide, ANK repeat, Disease variant, Hydrolase, Reference proteome, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Transmembrane, Amino-acid transport, Chloride, Potassium, Symport, Glycoprotein, Sodium, Schizophrenia, Metal-binding, Transmembrane helix, Synaptosome, Cell membrane, Transport, Synapse, Endosome",,True,"Grik1, Grik4",Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic cell membrane, Cell membrane","Membrane, Transmembrane, Ion channel, Receptor, RNA editing, Alternative splicing, Ion transport, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,True,CellChatDB v2
Glutamate-Glu-SLC1A1_GLS_GRIK1_GRIK5,Glutamate,Slc1a1,Grik5,,,,,PMID: 24155668;PMID: 31776169;PMID: 32594024,Non-protein Signaling,Glu-(Slc1a1+Gls) - (Grik1+Grik5),True,"Slc1a1, Gls","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Cytoplasm, Mitochondrion, Cytosol, Synapse, Late endosome membrane, Early endosome membrane, Synaptosome, Apical cell membrane, Recycling endosome membrane, Cell membrane","Cataract, Transit peptide, ANK repeat, Disease variant, Hydrolase, Reference proteome, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Transmembrane, Amino-acid transport, Chloride, Potassium, Symport, Glycoprotein, Sodium, Schizophrenia, Metal-binding, Transmembrane helix, Synaptosome, Cell membrane, Transport, Synapse, Endosome",,True,"Grik1, Grik5",Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic cell membrane, Cell membrane","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, RNA editing, Phosphoprotein, 3D-structure",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,True,CellChatDB v2
Glutamate-Glu-SLC1A1_GLS_GRIN1_GRIN2A,Glutamate,Slc1a1,Grin1,,,,,PMID: 24155668;PMID: 31776169;PMID: 32594024,Non-protein Signaling,Glu-(Slc1a1+Gls) - (Grin1+Grin2a),True,"Slc1a1, Gls","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Cytoplasm, Mitochondrion, Cytosol, Synapse, Late endosome membrane, Early endosome membrane, Synaptosome, Apical cell membrane, Recycling endosome membrane, Cell membrane","Cataract, Transit peptide, ANK repeat, Disease variant, Hydrolase, Reference proteome, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Transmembrane, Amino-acid transport, Chloride, Potassium, Symport, Glycoprotein, Sodium, Schizophrenia, Metal-binding, Transmembrane helix, Synaptosome, Cell membrane, Transport, Synapse, Endosome",,True,"Grin1, Grin2a",Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic density, Postsynaptic cell membrane, Cell membrane, Cell projection, Cytoplasmic vesicle membrane, Synapse, Dendritic spine","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Magnesium, Cytoplasmic vesicle, Cell projection, Chromosomal rearrangement, Metal-binding, Zinc",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,True,CellChatDB v2
Glutamate-Glu-SLC1A1_GLS_GRIN1_GRIN2A,Glutamate,Slc1a1,Grin2a,,,,,PMID: 24155668;PMID: 31776169;PMID: 32594024,Non-protein Signaling,Glu-(Slc1a1+Gls) - (Grin1+Grin2a),True,"Slc1a1, Gls","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Cytoplasm, Mitochondrion, Cytosol, Synapse, Late endosome membrane, Early endosome membrane, Synaptosome, Apical cell membrane, Recycling endosome membrane, Cell membrane","Cataract, Transit peptide, ANK repeat, Disease variant, Hydrolase, Reference proteome, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Transmembrane, Amino-acid transport, Chloride, Potassium, Symport, Glycoprotein, Sodium, Schizophrenia, Metal-binding, Transmembrane helix, Synaptosome, Cell membrane, Transport, Synapse, Endosome",,True,"Grin1, Grin2a",Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic density, Postsynaptic cell membrane, Cell membrane, Cell projection, Cytoplasmic vesicle membrane, Synapse, Dendritic spine","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Magnesium, Cytoplasmic vesicle, Cell projection, Chromosomal rearrangement, Metal-binding, Zinc",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,True,CellChatDB v2
Glutamate-Glu-SLC1A1_GLS_GRIN1_GRIN2B,Glutamate,Slc1a1,Grin2b,,,,,PMID: 24155668;PMID: 31776169;PMID: 32594024,Non-protein Signaling,Glu-(Slc1a1+Gls) - (Grin1+Grin2b),True,"Slc1a1, Gls","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Cytoplasm, Mitochondrion, Cytosol, Synapse, Late endosome membrane, Early endosome membrane, Synaptosome, Apical cell membrane, Recycling endosome membrane, Cell membrane","Cataract, Transit peptide, ANK repeat, Disease variant, Hydrolase, Reference proteome, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Transmembrane, Amino-acid transport, Chloride, Potassium, Symport, Glycoprotein, Sodium, Schizophrenia, Metal-binding, Transmembrane helix, Synaptosome, Cell membrane, Transport, Synapse, Endosome",,True,"Grin1, Grin2b",Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic density, Postsynaptic cell membrane, Cell membrane, Cytoplasm, Late endosome, Lysosome, Cytoskeleton","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Magnesium, Cytoplasm, Lysosome, Chromosomal rearrangement, Metal-binding, Cytoskeleton, Zinc, Endosome",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,True,CellChatDB v2
Glutamate-Glu-SLC1A1_GLS_GRIN1_GRIN2C,Glutamate,Slc1a1,Grin2c,,,,,PMID: 24155668;PMID: 31776169;PMID: 32594024,Non-protein Signaling,Glu-(Slc1a1+Gls) - (Grin1+Grin2c),True,"Slc1a1, Gls","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Cytoplasm, Mitochondrion, Cytosol, Synapse, Late endosome membrane, Early endosome membrane, Synaptosome, Apical cell membrane, Recycling endosome membrane, Cell membrane","Cataract, Transit peptide, ANK repeat, Disease variant, Hydrolase, Reference proteome, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Transmembrane, Amino-acid transport, Chloride, Potassium, Symport, Glycoprotein, Sodium, Schizophrenia, Metal-binding, Transmembrane helix, Synaptosome, Cell membrane, Transport, Synapse, Endosome",,True,"Grin1, Grin2c",Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic cell membrane, Cell membrane, Postsynaptic density","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Ion transport, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Magnesium, Intellectual disability, Alternative splicing, Disease variant, Epilepsy, 3D-structure",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,True,CellChatDB v2
Glutamate-Glu-SLC1A1_GLS_GRIN1_GRIN2D,Glutamate,Slc1a1,Grin2d,,,,,PMID: 24155668;PMID: 31776169;PMID: 32594024,Non-protein Signaling,Glu-(Slc1a1+Gls) - (Grin1+Grin2d),True,"Slc1a1, Gls","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Cytoplasm, Mitochondrion, Cytosol, Synapse, Late endosome membrane, Early endosome membrane, Synaptosome, Apical cell membrane, Recycling endosome membrane, Cell membrane","Cataract, Transit peptide, ANK repeat, Disease variant, Hydrolase, Reference proteome, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Transmembrane, Amino-acid transport, Chloride, Potassium, Symport, Glycoprotein, Sodium, Schizophrenia, Metal-binding, Transmembrane helix, Synaptosome, Cell membrane, Transport, Synapse, Endosome",,True,"Grin1, Grin2d",Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic density, Postsynaptic cell membrane, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Magnesium, Methylation",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,True,CellChatDB v2
Glutamate-Glu-SLC1A2_GLS_GRIK1_GRIK4,Glutamate,Slc1a2,Grik4,,,,,PMID: 24155668;PMID: 31776169;PMID: 32594024,Non-protein Signaling,Glu-(Slc1a2+Gls) - (Grik1+Grik4),True,"Slc1a2, Gls","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Cytoplasm, Mitochondrion, Cytosol, Cell membrane","Cataract, Transit peptide, ANK repeat, Disease variant, Hydrolase, Reference proteome, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Transmembrane, Amino-acid transport, Chloride, Potassium, Symport, Glycoprotein, Sodium, Lipoprotein, Metal-binding, Transmembrane helix, Cell membrane, Transport, Palmitate",,True,"Grik1, Grik4",Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic cell membrane, Cell membrane","Membrane, Transmembrane, Ion channel, Receptor, RNA editing, Alternative splicing, Ion transport, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,True,CellChatDB v2
Glutamate-Glu-SLC1A2_GLS_GRIK1_GRIK5,Glutamate,Slc1a2,Grik5,,,,,PMID: 24155668;PMID: 31776169;PMID: 32594024,Non-protein Signaling,Glu-(Slc1a2+Gls) - (Grik1+Grik5),True,"Slc1a2, Gls","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Cytoplasm, Mitochondrion, Cytosol, Cell membrane","Cataract, Transit peptide, ANK repeat, Disease variant, Hydrolase, Reference proteome, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Transmembrane, Amino-acid transport, Chloride, Potassium, Symport, Glycoprotein, Sodium, Lipoprotein, Metal-binding, Transmembrane helix, Cell membrane, Transport, Palmitate",,True,"Grik1, Grik5",Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic cell membrane, Cell membrane","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, RNA editing, Phosphoprotein, 3D-structure",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,True,CellChatDB v2
Glutamate-Glu-SLC1A2_GLS_GRIN1_GRIN2A,Glutamate,Slc1a2,Grin1,,,,,PMID: 24155668;PMID: 31776169;PMID: 32594024,Non-protein Signaling,Glu-(Slc1a2+Gls) - (Grin1+Grin2a),True,"Slc1a2, Gls","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Cytoplasm, Mitochondrion, Cytosol, Cell membrane","Cataract, Transit peptide, ANK repeat, Disease variant, Hydrolase, Reference proteome, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Transmembrane, Amino-acid transport, Chloride, Potassium, Symport, Glycoprotein, Sodium, Lipoprotein, Metal-binding, Transmembrane helix, Cell membrane, Transport, Palmitate",,True,"Grin1, Grin2a",Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic density, Postsynaptic cell membrane, Cell membrane, Cell projection, Cytoplasmic vesicle membrane, Synapse, Dendritic spine","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Magnesium, Cytoplasmic vesicle, Cell projection, Chromosomal rearrangement, Metal-binding, Zinc",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,True,CellChatDB v2
Glutamate-Glu-SLC1A2_GLS_GRIN1_GRIN2A,Glutamate,Slc1a2,Grin2a,,,,,PMID: 24155668;PMID: 31776169;PMID: 32594024,Non-protein Signaling,Glu-(Slc1a2+Gls) - (Grin1+Grin2a),True,"Slc1a2, Gls","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Cytoplasm, Mitochondrion, Cytosol, Cell membrane","Cataract, Transit peptide, ANK repeat, Disease variant, Hydrolase, Reference proteome, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Transmembrane, Amino-acid transport, Chloride, Potassium, Symport, Glycoprotein, Sodium, Lipoprotein, Metal-binding, Transmembrane helix, Cell membrane, Transport, Palmitate",,True,"Grin1, Grin2a",Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic density, Postsynaptic cell membrane, Cell membrane, Cell projection, Cytoplasmic vesicle membrane, Synapse, Dendritic spine","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Magnesium, Cytoplasmic vesicle, Cell projection, Chromosomal rearrangement, Metal-binding, Zinc",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,True,CellChatDB v2
Glutamate-Glu-SLC1A2_GLS_GRIN1_GRIN2B,Glutamate,Slc1a2,Grin2b,,,,,PMID: 24155668;PMID: 31776169;PMID: 32594024,Non-protein Signaling,Glu-(Slc1a2+Gls) - (Grin1+Grin2b),True,"Slc1a2, Gls","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Cytoplasm, Mitochondrion, Cytosol, Cell membrane","Cataract, Transit peptide, ANK repeat, Disease variant, Hydrolase, Reference proteome, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Transmembrane, Amino-acid transport, Chloride, Potassium, Symport, Glycoprotein, Sodium, Lipoprotein, Metal-binding, Transmembrane helix, Cell membrane, Transport, Palmitate",,True,"Grin1, Grin2b",Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic density, Postsynaptic cell membrane, Cell membrane, Cytoplasm, Late endosome, Lysosome, Cytoskeleton","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Magnesium, Cytoplasm, Lysosome, Chromosomal rearrangement, Metal-binding, Cytoskeleton, Zinc, Endosome",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,True,CellChatDB v2
Glutamate-Glu-SLC1A2_GLS_GRIN1_GRIN2C,Glutamate,Slc1a2,Grin2c,,,,,PMID: 24155668;PMID: 31776169;PMID: 32594024,Non-protein Signaling,Glu-(Slc1a2+Gls) - (Grin1+Grin2c),True,"Slc1a2, Gls","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Cytoplasm, Mitochondrion, Cytosol, Cell membrane","Cataract, Transit peptide, ANK repeat, Disease variant, Hydrolase, Reference proteome, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Transmembrane, Amino-acid transport, Chloride, Potassium, Symport, Glycoprotein, Sodium, Lipoprotein, Metal-binding, Transmembrane helix, Cell membrane, Transport, Palmitate",,True,"Grin1, Grin2c",Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic cell membrane, Cell membrane, Postsynaptic density","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Ion transport, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Magnesium, Intellectual disability, Alternative splicing, Disease variant, Epilepsy, 3D-structure",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,True,CellChatDB v2
Glutamate-Glu-SLC1A2_GLS_GRIN1_GRIN2D,Glutamate,Slc1a2,Grin2d,,,,,PMID: 24155668;PMID: 31776169;PMID: 32594024,Non-protein Signaling,Glu-(Slc1a2+Gls) - (Grin1+Grin2d),True,"Slc1a2, Gls","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Cytoplasm, Mitochondrion, Cytosol, Cell membrane","Cataract, Transit peptide, ANK repeat, Disease variant, Hydrolase, Reference proteome, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Transmembrane, Amino-acid transport, Chloride, Potassium, Symport, Glycoprotein, Sodium, Lipoprotein, Metal-binding, Transmembrane helix, Cell membrane, Transport, Palmitate",,True,"Grin1, Grin2d",Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic density, Postsynaptic cell membrane, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Magnesium, Methylation",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,True,CellChatDB v2
